addr:housenumber,addr:street,addr:city,addr:state,addr:postcode,addr:country,brand,brand:website,brand:phone,opening_hours,motorcar,access,frequency,Latitude,Longitude,ref:afdc,start_date,check_date,socket:type1,socket:type1:output,socket:type1_combo,socket:type1_combo:output,socket:chademo,socket:chademo:output,socket:nacs,socket:nacs:output,amenity
301,Walters Road,Suisun City,CA,94585,US,7Charge,https://www.7-eleven.com/7charge,+1 844-711-2474,24/7,designated,yes,0,38.24024,-121.98911,319951,2023-10-31,2025-05-12,,,1,180,1,90,,,charging_station
1670,East Main Street,Woodland,CA,95776,US,7Charge,https://www.7-eleven.com/7charge,+1 844-711-2474,24/7,designated,yes,0,38.67668,-121.74354,346835,2024-05-23,2025-06-06,,,4,180,,,,,charging_station
9396,Greenback Lane,Orangevale,CA,95662,US,7Charge,https://www.7-eleven.com/7charge,+1 844-711-2474,24/7,designated,yes,0,38.67772,-121.20281,259971,2022-06-24,2025-05-12,,,1,180,1,90,,,charging_station
11350,Baltimore Avenue,Beltsville,MD,20705,US,7Charge,https://www.7-eleven.com/7charge,+1 844-711-2474,24/7,designated,yes,0,39.03989,-76.90487,310540,2023-09-14,2025-05-12,,,1,180,1,90,,,charging_station
501,South Federal Boulevard,Denver,CO,80219,US,7Charge,https://www.7-eleven.com/7charge,+1 844-711-2474,24/7,designated,yes,0,39.70732,-105.0255,390198,2025-02-19,2025-06-06,,,1,180,1,90,,,charging_station
3790,Wadsworth Boulevard,Wheat Ridge,CO,80033,US,7Charge,https://www.7-eleven.com/7charge,+1 844-711-2474,24/7,designated,yes,0,39.769078,-105.080972,297172,2023-05-01,2025-07-03,,,3,90,1,90,,,charging_station
7080,Tower Road,Denver,CO,80249,US,7Charge,https://www.7-eleven.com/7charge,+1 844-711-2474,24/7,designated,yes,0,39.82506,-104.77099,390261,2025-04-15,2025-06-06,,,3,180,1,90,,,charging_station
1360,South 96th Street,Louisville,CO,80027,US,7Charge,https://www.7-eleven.com/7charge,+1 844-711-2474,24/7,designated,yes,0,39.962043,-105.127462,259973,2022-10-27,2025-05-12,,,3,180,1,90,,,charging_station
641,14th Street,Fort Lupton,CO,80621,US,7Charge,https://www.7-eleven.com/7charge,+1 844-711-2474,24/7,designated,yes,0,40.09481,-104.8112,259972,2022-06-22,2025-05-12,,,1,180,1,90,,,charging_station
3743,South Archer Avenue,Chicago,IL,60609,US,7Charge,https://www.7-eleven.com/7charge,+1 844-711-2474,24/7,designated,yes,0,41.82512,-87.68524,326331,2024-01-05,2025-05-12,,,1,180,1,90,,,charging_station
4044,Pacific Avenue Southeast,Lacey,WA,98503,US,7Charge,https://www.7-eleven.com/7charge,+1 844-711-2474,24/7,designated,yes,0,47.03956,-122.83416,327687,2024-01-25,2025-05-12,,,3,180,1,90,,,charging_station
35620,Pacific Highway South,Federal Way,WA,98003,US,7Charge,https://www.7-eleven.com/7charge,+1 844-711-2474,24/7,designated,yes,0,47.28234,-122.3216,323707,2023-12-28,2025-05-12,,,3,180,1,90,,,charging_station
900,East Sunrise Boulevard,Fort Lauderdale,FL,33304,US,ABM,https://info.abm.com/SimplifyEV,+1 844-226-3873,24/7,designated,yes,0;60,26.136028,-80.134441,333081,2024-04-22,2025-07-23,2,19,3,24,,,,,charging_station
7620,Washington Avenue,Houston,TX,77007,US,ABM,https://info.abm.com/SimplifyEV,+1 844-226-3873,24/7,designated,yes,0,29.780053,-95.432308,333324,2024-12-11,2025-07-23,,,1,24,,,,,charging_station
6914,Blanding Boulevard,Jacksonville,FL,32244,US,ABM,https://info.abm.com/SimplifyEV,+1 844-226-3873,24/7,designated,yes,0,30.225177,-81.738704,333075,2024-04-22,2025-07-23,,,2,23,,,,,charging_station
9875,Atlantic Boulevard,Jacksonville,FL,32225,US,ABM,https://info.abm.com/SimplifyEV,+1 844-226-3873,24/7,designated,yes,0,30.323139,-81.542775,333076,2024-04-22,2025-07-23,,,2,23,,,,,charging_station
5300,Lemmon Avenue,Dallas,TX,75234,US,ABM,https://info.abm.com/SimplifyEV,+1 844-226-3873,24/7,designated,yes,0;60,32.826402,-96.821751,333272,2024-04-22,2025-07-23,1,19,1,50,,,,,charging_station
7440,LA Jolla Boulevard,La Jolla,CA,92037,US,ABM,https://info.abm.com/SimplifyEV,+1 844-226-3873,24/7,designated,yes,0,32.838084,-117.278607,333249,2024-04-22,2025-07-23,,,1,23,,,,,charging_station
2425,West Northwest Highway,Dallas,TX,75220,US,ABM,https://info.abm.com/SimplifyEV,+1 844-226-3873,24/7,designated,yes,0;60,32.859607,-96.882434,333222,2024-04-22,2025-07-23,1,19,1,23,,,,,charging_station
515,South Flower St,los Angeles,CA,90071,US,ABM,https://info.abm.com/SimplifyEV,+1 844-226-3873,24/7,designated,yes,0;60,34.051648,-118.256883,333329,2024-04-22,2025-07-23,4,19,2,90,,,,,charging_station
400,Flower Street,Los Angeles,CA,90071,US,ABM,https://info.abm.com/SimplifyEV,+1 844-226-3873,24/7,designated,yes,0;60,34.052094,-118.255234,333264,2024-04-22,2025-07-23,11,19;7,2,90,,,,,charging_station
2454,Mounty Holly Road,Rock Hill,SC,29730,US,ABM,https://info.abm.com/SimplifyEV,+1 844-226-3873,24/7,designated,yes,0,34.853355,-81.006666,333078,2024-04-22,2025-07-23,,,2,180,,,,,charging_station
,,Farmville,VA,23901,US,ABM,https://info.abm.com/SimplifyEV,+1 844-226-3873,24/7,designated,yes,0;60,37.301839,-78.39272,333304,2024-04-22,2025-07-23,1,7,1,24,,,,,charging_station
213,North Street,Farmville,VA,23901,US,ABM,https://info.abm.com/SimplifyEV,+1 844-226-3873,24/7,designated,yes,0;60,37.303977,-78.39293,333303,2024-04-22,2025-07-23,1,7,1,24,,,,,charging_station
2411,Washington Road,Canonsburg,PA,15317,US,ABM,https://info.abm.com/SimplifyEV,+1 844-226-3873,24/7,designated,yes,0;60,40.256076,-80.166534,334355,2024-05-01,2025-07-23,8,19,4,23,,,,,charging_station
247,West Passaic Street,Maywood,NJ,07435,US,ABM,https://info.abm.com/SimplifyEV,+1 844-226-3873,24/7,designated,yes,0,40.907272,-74.068598,333087,2024-04-22,2025-07-23,,,2,23;24,,,,,charging_station
1425,Route 23 South,Wayne,NJ,07470,US,ABM,https://info.abm.com/SimplifyEV,+1 844-226-3873,24/7,designated,yes,0;60,40.931706,-74.269926,333086,2024-04-22,2025-07-23,3,11,2,24,,,,,charging_station
14920,Crest Road,Papillion,NE,68138,US,ABM,https://info.abm.com/SimplifyEV,+1 844-226-3873,24/7,designated,yes,0;60,41.149528,-96.147562,361820,2024-11-06,2025-07-23,2,7,6,180,,,,,charging_station
5990,North Green Bay Avenue,Glendale,WI,53209,US,ABM,https://info.abm.com/SimplifyEV,+1 844-226-3873,24/7,designated,yes,0;60,43.126012,-87.934474,405524,2025-07-06,2025-07-23,2,19,2,24,,,,,charging_station
121,Farmington Road,Summerville,SC,29483,US,Ampup,https://ampup.io,+1 833-692-6787,24/7,designated,yes,0,33.037178,-80.145371,241154,2022-12-28,2023-08-10,,,2,180,,,,,charging_station
120,Plumtree Street,Arvin,CA,93203,US,Ampup,https://ampup.io,+1 661-204-2250,,designated,yes,0,35.209282,-118.831802,335303,2024-03-28,2024-05-09,,,2,180,,,,,charging_station
120,Plumtree Street,Arvin,CA,93203,US,Ampup,https://ampup.io,+1 833-692-6787,24/7,designated,yes,0;60,35.20978,-118.83248,333455,2024-03-19,2024-05-09,3,,2,180,,,,,charging_station
33,Broadway,Norwich,CT,06360,US,Ampup,https://ampup.io,+1 833-692-6787,24/7,designated,yes,0,41.525017,-72.075354,220712,2022-06-01,2023-08-10,,,1,25,1,25,,,charging_station
280,Western Avenue,Allston,MA,02134,US,Ampup,https://ampup.io,,,designated,yes,0,42.36306,-71.134299,415867,2024-09-11,NaT,,,3,360,,,,,charging_station
6,South Main Street,Bradford,VT,05033,US,Ampup,https://ampup.io,+1 802-281-3192,24/7,designated,yes,0;60,43.99559,-72.127506,398036,2023-10-27,2025-07-03,2,7,2,50,2,50,,,charging_station
48,Green Street,Vergennes,VT,05491,US,Ampup,https://ampup.io,+1 802-281-3213,24/7,designated,yes,0;60,44.167004,-73.251625,332596,2024-03-22,2024-05-09,2,7,4,180,4,100,,,charging_station
700,NJ Turnpike,Cherry Hill,NJ,08034,US,Applegreen,https://www.applegreenelectric.com,+1 877-798-3752,24/7,designated,yes,0,39.886485,-75.002073,384162,2024-12-19,2025-05-12,,,8,400,,,,,charging_station
1400,NJ Turnpike,Mt Laurel Township,NJ,08054,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,39.980769,-74.887187,384161,2024-12-26,2025-05-12,,,4,400,,,,,charging_station
75,New Jersey Turnpike,Hamilton Township,NJ,08620,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7100,24/7,designated,yes,0,40.175659,-74.629991,384164,2025-01-29,2025-05-12,,,4,400,,,,,charging_station
,,Hamilton Township,NJ,08620,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,40.177088,-74.631846,397997,2025-06-06,2025-07-03,,,3,400,,,1,,charging_station
,,East Brunswick,NJ,08816,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,40.415918,-74.444351,397998,2025-06-06,2025-07-03,,,4,400,,,2,,charging_station
116,East New Jersey Turnpike,Ridgefield,NJ,07657,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7101,24/7,designated,yes,0,40.822714,-74.031079,384165,2025-01-31,2025-05-12,,,8,400,,,,,charging_station
1339,Broad Street,Bloomfield,NJ,07003,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,40.83629,-74.180923,347237,2024-05-31,2024-06-13,,,2,350,2,100,,,charging_station
,,Bloomfield,NJ,07003,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,40.839402,-74.178958,384163,2024-12-27,2025-05-12,,,2,400,,,,,charging_station
,,Hastings on Hudson,NY,10706,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,40.98499,-73.85296,350558,2024-07-15,2024-08-15,,,4,50,4,50,4,50,charging_station
3000,Merritt Parkway,Greenwich,CT,06831,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,41.041453,-73.671772,320695,2023-04-10,2024-08-15,,,4,350,4,100,,,charging_station
1,West Avenue,Darien,CT,06820,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,41.067801,-73.50357,320782,2023-10-31,2024-08-15,,,2,350,2,100,,,charging_station
1,Darien Cl,Darien,CT,06820,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,41.080342,-73.461876,320781,2023-10-26,2024-08-15,,,4,350,4,100,,,charging_station
47,Gerdes Road,New Canaan,CT,06840,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,41.12006,-73.4807,256125,2023-03-09,2024-08-15,,,2,150,2,100,,,charging_station
165,Round Hill Road,Fairfield,CT,06824,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,41.1465,-73.256848,256124,2023-03-09,2024-08-15,,,2,150,2,100,,,charging_station
95,Connecticut Turnpike,Fairfield,CT,06824,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,41.147838,-73.255927,256123,2023-03-09,2024-08-15,,,4,150,4,100,,,charging_station
4647,Merritt Parkway,Fairfield,CT,06825,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,41.21901,-73.256531,347231,2024-05-31,2024-08-15,,,4,350,4,100,,,charging_station
1396,Merritt Parkway,Fairfield,CT,06825,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,41.21903,-73.2557,347232,2024-05-31,2024-08-15,,,2,350,2,100,,,charging_station
,,Milford,CT,06460,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,41.245672,-73.008046,347235,2024-05-31,2024-08-15,,,2,350,2,100,,,charging_station
,,Milford,CT,06460,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,41.246594,-73.010067,347234,2024-05-31,2024-08-15,,,2,350,2,100,,,charging_station
,,Branford,CT,06405,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,41.28508,-72.834566,323256,2023-12-21,2024-08-15,,,2,150,2,50,,,charging_station
,,Branford,CT,06405,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,41.286541,-72.834643,323257,2023-12-21,2024-08-15,,,2,150,2,50,,,charging_station
6443,I-95,Madison,CT,06443,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,41.290572,-72.579587,256122,2023-03-09,2024-08-15,,,2,150,2,100,,,charging_station
1,South Street,Madison,CT,06443,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,41.291541,-72.579496,223850,2022-05-27,2024-06-13,,,4,150,4,50,,,charging_station
14,Upper State Street,North Haven,CT,06473,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,41.39788,-72.87056,347236,2024-05-31,2024-08-15,,,4,350,4,100,,,charging_station
,,Plattekill,NY,12568,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,41.577646,-74.085386,347238,2024-05-31,2024-08-15,,,6,350,6,100,6,250,charging_station
,,Planfield,CT,06374,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,41.75483,-71.878474,320696,2023-05-13,2024-08-15,,,2,350,2,100,,,charging_station
,,New Baltimore,NY,12124,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,42.428571,-73.805581,356178;356179,2024-09-23,2024-10-11,,,6,250;350,6,50,2,250;350,charging_station
4002,Ransom Road,Clarence,NY,14031,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,42.952908,-78.603171,347216,2024-05-31,2024-08-15,,,6,350,6,100,6,250,charging_station
,,Phelps,NY,14532,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,42.958789,-76.91745,320693,2023-06-12,2024-08-15,,,4,350,4,100,2,350,charging_station
3236,Ny-96,Clifton Springs,NY,14432,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,42.972762,-77.173448,347217,2024-05-31,2024-06-13,,,6,350,6,100,6,250,charging_station
350,NY State Thruway,Victor,NY,14564,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,42.999165,-77.413381,356177,2024-09-23,2024-10-11,,,6,120,6,50,1,120,charging_station
,,Little Falls,NY,13365,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,43.016172,-74.804118,256121,2023-03-09,2024-08-15,,,4,350,4,100,1,250,charging_station
2576,State Route 5S Mile Post 210W,Little Falls,NY,13365,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,43.016755,-74.802282,320691,2023-04-22,2024-08-15,,,4,350,4,100,1,350,charging_station
2188,Tag Road NY State Thruway,Chittenango,NY,13037,US,Applegreen,https://www.applegreenelectric.com,+1 888-557-7099,24/7,designated,yes,0,43.095768,-75.841106,259977,2023-04-27,2024-08-15,,,4,350,4,100,1,250,charging_station
1920,North Main Street,Gainesville,FL,32609,US,Autel,https://autelenergy.us,+1 352-204-4011,24/7,designated,yes,0,29.670727,-82.323805,350465,2024-07-11,2024-08-15,,,2,240,,,,,charging_station
1550,Texan Trl,Grapevine,TX,76051,US,Autel,https://autelenergy.us,+1 844-765-0150,24/7,designated,yes,0,32.920446,-97.061163,390244,2025-01-22,2025-05-12,,,4,140,,,,,charging_station
1541,Gingerhill Road,Thomson,GA,30824,US,Autel,https://autelenergy.us,+1 844-765-0150,24/7,designated,yes,0,33.509328,-82.447786,390291,2024-11-27,2025-05-12,,,2,150,,,,,charging_station
1466,Sparta Road Southeast,Crawfordville,GA,30631,US,Autel,https://autelenergy.us,+1 844-765-0150,24/7,designated,yes,0,33.527667,-82.909597,390292,2024-12-10,2025-05-12,,,2,120,,,,,charging_station
113,Hilley Road,Crawfordville,GA,30631,US,Autel,https://autelenergy.us,+1 844-765-0150,24/7,designated,yes,0,33.5277,-82.909634,253271,2023-02-01,2023-03-08,,,2,120,,,,,charging_station
5400,West Century Boulevard,Los Angeles,CA,90045,US,Autel,https://autelenergy.us,+1 844-765-0150,24/7,designated,yes,0;60,33.944073,-118.374501,375433,2025-01-08,2025-01-13,40,12,10,120,,,,,charging_station
6200,Hollywood Boulevard,Los Angeles,CA,90004,US,Autel,https://autelenergy.us,+1 323-745-1899,24/7,designated,yes,0,34.10151,-118.32467,388646,2025-03-05,2025-05-12,,,1,160,,,,,charging_station
20,Duck Thurmond Road,Dawsonville,GA,30534,US,Autel,https://autelenergy.us,+1 678-513-9114,,designated,yes,0,34.431565,-84.17592,296758,2023-06-15,2023-07-11,,,10,160,,,,,charging_station
7800,Alcoa Road,Benton,AR,72019,US,Autel,https://autelenergy.us,+1 501-316-4400,24/7,designated,yes,0;60,34.608378,-92.53551,256645,2023-03-16,2023-04-06,4,12,2,240,,,,,charging_station
1601,Batesville Boulevard,Batesville,AR,72501,US,Autel,https://autelenergy.us,+1 844-765-0150,24/7,designated,yes,0;60,35.7141,-91.631789,349551,2024-06-24,2024-07-11,5,19,4,240,,,,,charging_station
2912,South Sammy Davis Jr Drive,Las Vegas,NV,89109,US,Autel,https://autelenergy.us,+1 844-765-0150,24/7,designated,yes,0;60,36.1352,-115.1676,375849,2025-01-10,2025-05-12,8,12,20,38,,,,,charging_station
3012,Richmond Road B,Williamsburg,VA,23185,US,Autel,https://autelenergy.us,+1 844-765-0150,24/7,designated,yes,0,37.30357,-76.728815,314493,2023-10-19,2023-11-09,,,4,240,,,,,charging_station
1848,Madison Avenue,Huntington,WV,25704,US,Autel,https://autelenergy.us,+1 304-429-5013,24/7,designated,yes,0,38.407716,-82.48598,375432,2025-01-06,2025-01-13,,,2,40,,,,,charging_station
240,Academy Lane,Falmouth,MA,02540,US,Autel,https://autelenergy.us,+1 844-765-0150,24/7,designated,yes,0,41.552811,-70.615124,390307,2024-09-20,2025-05-12,,,2,120,,,,,charging_station
165,State Road,Westport,MA,02790,US,Autel,https://autelenergy.us,+1 508-679-1926,,designated,yes,0,41.67541,-71.10917,390994,2025-04-28,2025-07-03,,,1,120,,,,,charging_station
2628,Cranberry Highway,Wareham,MA,02571,US,Autel,https://autelenergy.us,,,designated,yes,0;60,41.77035,-70.71222,375264,2024-12-30,2025-06-06,4,,6,120,,,,,charging_station
596,Somerset Avenue,North Dighton,MA,02764,US,Autel,https://autelenergy.us,+1 508-880-2828,,designated,yes,0,41.85009,-71.11713,390993,2025-04-01,NaT,,,1,120,,,,,charging_station
72,Main Street,Bridgewater,MA,02324,US,Autel,https://autelenergy.us,+1 508-697-4686,24/7,designated,yes,0,41.99157,-70.97785,389313,2024-10-01,NaT,,,2,120,,,,,charging_station
80,Massachusetts Turnpike,Charlton,MA,01507,US,Autel,https://autelenergy.us,+1 844-765-0150,24/7,designated,yes,0,42.140146,-72.024655,333461,2024-04-18,2025-05-12,,,2,120,,,,,charging_station
6,Massachusetts Turnpike,Charlton,MA,01507,US,Autel,https://autelenergy.us,+1 844-765-0150,24/7,designated,yes,0,42.156086,-71.964387,390306,2025-01-12,2025-05-12,,,2,120,,,,,charging_station
117,Massachusetts Turnpike,Natick,MA,01760,US,Autel,https://autelenergy.us,,24/7,designated,yes,0,42.311757,-71.364242,333715,2024-04-18,2025-07-03,,,2,60,,,,,charging_station
114,Massachusetts Turnpike,Framingham,MA,01701,US,Autel,https://autelenergy.us,+1 844-765-0150,24/7,designated,yes,0,42.311917,-71.429324,333463,2024-04-18,2024-05-09,,,4,120,,,,,charging_station
59,North Main Street,Deerfield,MA,01373,US,Autel,https://autelenergy.us,,24/7,designated,yes,0,42.47804,-72.60885,371494,2024-11-15,2025-01-13,,,4,180,,,,,charging_station
623,Main Street,Tewksbury,MA,01876,US,Autel,https://autelenergy.us,+1 844-765-0150,24/7,designated,yes,0,42.617914,-71.250254,312006,2023-09-28,2023-10-12,,,4,40,,,,,charging_station
3750,CO Road 6,Geneva,NY,14456,US,Autel,https://autelenergy.us,+1 844-765-0150,24/7,designated,yes,0;60,42.849995,-77.011217,390304,2024-01-01,2025-05-12,1,12,2,60,,,,,charging_station
4884,Amsterdam Road,Schenectady,NY,12302,US,Autel,https://autelenergy.us,+1 844-765-0150,24/7,designated,yes,0,42.876852,-74.034825,390305,2024-09-01,2025-05-12,,,2,120,,,,,charging_station
8155,West Flagler Street,Miami,FL,33144,US,Blink,https://blinkcharging.com,+1 888-998-2546,,designated,yes,0,25.7708,-80.32702,331499,2024-04-01,2025-07-24,,,4,120,,,,,charging_station
